code,name,location,type,rank,rating,feesPerYear,description,courses
E096,East Point College of Engineering & Technology,BANGALORE,Engineering,74,4.2,150000,East Point College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering
E097,C M R Institute of Technology,BANGALORE - 560 037,Engineering,75,4.2,150000,C M R Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering
E098,Atria Institute of Technology,BANGALORE,Engineering,76,4.2,150000,Atria Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Robotics And Automation
E099,New Horizon College of Engineering,BANGALORE,Engineering,77,4.2,150000,New Horizon College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E100,K N S Institute of Technology,BANGALORE,Engineering,78,4.2,150000,K N S Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(artifical Intelligence & Data Science)|Computer Science And Engineerin G(data Science)|Electronics & Computer Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E101,Channabasaveshwara Institute of Technology,TUMKUR,Engineering,79,4.2,150000,Channabasaveshwara Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E102,DONBOSCO Institute of Technology,BANGALORE,Engineering,80,4.2,150000,DONBOSCO Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E103,Global Academy of Technology,BANGALORE,Engineering,81,4.2,150000,Global Academy of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E104,Nagarjuna College of Engineering & Technology,BANGALORE,Engineering,82,4.2,150000,Nagarjuna College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering
E106,East West Institute Of Technology,BANGALORE,Engineering,83,4.2,150000,East West Institute Of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics & Computer Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E107,B N M Institute of Technology,BSK SECOND STAGE,Engineering,84,4.2,150000,B N M Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN",BANGALURU,Engineering,85,4.2,150000,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN is listed in the official KEA UGCET 2025 engineering seat matrix.",Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(artifical Intelligence & Data Science)|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg
E109,City Engineering College,BANGALORE,Engineering,86,4.2,150000,City Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E111,Sri Venkateshwara College of Engineering,BENGALURU - 562 157,Engineering,87,4.2,150000,Sri Venkateshwara College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg (artificial Intelligenc E)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E112,Sri Krishna Institute of Technology,BANGALORE,Engineering,88,4.2,150000,Sri Krishna Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Mechanical Engineering
E113,Sambhram Institute of Technology,BANGALORE,Engineering,89,4.2,150000,Sambhram Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E114,G M Institute of Technology,P.B.ROAD.DAVANGERE,Engineering,90,4.2,150000,G M Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E115,S.J B. Institute of Technology,BANGALORE -60,Engineering,91,4.2,150000,S.J B. Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E116,R.L.Jalappa Institute of Technology,BANGALORE RURAL,Engineering,92,4.2,150000,R.L.Jalappa Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E118,RNS Institute of Technology,BANGALORE,Engineering,93,4.2,150000,RNS Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E119,K C T Engineering College,Gulbarga KCT CAMPUS,Engineering,94,4.2,150000,K C T Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E120,Jnanavikasa Institute of Technology,32ND K.M.BANGALORE - MYSORE HIGH WAY,Engineering,95,4.2,150000,Jnanavikasa Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E121,Vivekananada College of Engineering Technology,DAKSHINA KANNADA,Engineering,96,4.2,150000,Vivekananada College of Engineering Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E123,Canara Engineering College Bantwal,DAKSHINA KANNADA DIST,Engineering,97,4.2,150000,Canara Engineering College Bantwal is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Business Systems|Computer Science And Design|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E124,Rajiv Gandhi Institute of Technology,BANGALORE,Engineering,98,4.2,150000,Rajiv Gandhi Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Bio-medical Engineering|Computer Science And Engg (artificial Intelligenc E)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E126,B M S Institute of Technology & Management,BANGALORE,Engineering,99,4.2,150000,B M S Institute of Technology & Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Business Systems|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E127,M S Engineering College,BANGALORE,Engineering,100,4.2,150000,M S Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E128,Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS,KALABURAGI ( GULBARGA),Engineering,101,4.2,150000,Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Data Science|B Tech In Civil Engineering|B Tech In Computer Science And Engineering|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Energy Engineering|B Tech In Mechanical Engineering|Btech In Computer Science And Design
E129,St.Joseph Engineering College,Mangalore(AUTONOMOUS) MANGALORE,Engineering,102,4.2,150000,St.Joseph Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Business Systems|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Mechanical Engineering
E130,Shridevi Institute of Engineering & Technology,TUMKUR,Engineering,103,4.2,150000,Shridevi Institute of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Cyber Security|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E132,Secab Institute of Engineering & Technology,BIJAPUR,Engineering,104,4.2,150000,Secab Institute of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E133,G S S S Institute of Engineering & Technology for Women,MYSORE-16,Engineering,105,4.2,150000,G S S S Institute of Engineering & Technology for Women is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E134,Smt. Kamala & Sri Venkappa M.Agadi College of Engineering & Technology,LAXMESHWAR DIST: GADAG,Engineering,106,4.2,150000,Smt. Kamala & Sri Venkappa M.Agadi College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E135,K L S Viswanathrao Deshpande Institute of Technology,HALIYAL,Engineering,107,4.2,150000,K L S Viswanathrao Deshpande Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E136,Moodalakatte Institute of Technology,UDUPI DISTRICT,Engineering,108,4.2,150000,Moodalakatte Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering
E139,Impact College of Engineering & Applied Sciences,SAHAKARANAGAR SOUTH BANGALORE,Engineering,109,4.2,150000,Impact College of Engineering & Applied Sciences is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Automation And Robotics|Civil Engineering|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E141,PES UNIVERSITY(Electronic City,Bengaluru,Engineering,110,4.2,150000,PES UNIVERSITY(Electronic City is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Electronics & Communica Tion Engineering
E142,Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA,MANDYA DISTRICT,Engineering,111,4.2,150000,Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Robotics And Artificial Intelligence
E144,Srinivas Institute of Technology,Mangalore SRINIVAS CAMPUS,Engineering,112,4.2,150000,Srinivas Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Automobile Engineering|Computer Science And Business Systems|Computer Science And Design|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Marine Engineering|Mechanical Engineering
E145,Rajarajeswari College of Engineering,BANGALORE,Engineering,113,4.2,150000,Rajarajeswari College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Design|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Robotics And Automation
E146,Shreedevi Institute of Technology,DAKSHINA KANNADA,Engineering,114,4.2,150000,Shreedevi Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E147,T.John Institute of technology,BANGALORE,Engineering,115,4.2,150000,T.John Institute of technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Data Sciences|Electronics And Communica Tion Engg|Information Science And Engineering
E149,Cambridge Institutute of Technology,BANGALORE,Engineering,116,4.2,150000,Cambridge Institutute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E150,P E S Institute of Technology & Management,SHIMOGA,Engineering,117,4.2,150000,P E S Institute of Technology & Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Engineering|Computer Science And Design|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E151,Mangalore Institute of Technology & Engineering,Mangalore(AUTONOMOUS) BADAGA MIJAR,Engineering,118,4.2,150000,Mangalore Institute of Technology & Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Artificial Intelligence And Machine Learning|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Mechatron Ics|Robotics And Artificial Intelligence
E152,S D M Institute of Tech.,Dakshina Kannada UJIRE- DAKSHINA KANNADA,Engineering,119,4.2,150000,S D M Institute of Tech. is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E153,S E A College of Engineering & Technology,BANGALORE - 560 049,Engineering,120,4.2,150000,S E A College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Agriculture Engineering|Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E154,Government Engineering College,CHAMARAJANAGARA,Engineering,121,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E155,Government Engineering College,HASSAN,Engineering,122,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E156,K R PET KRISHNA,MANDYA DIST. - 571 426,Engineering,123,4.2,150000,K R PET KRISHNA is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E157,Government Engineering College,RAMANAGAR DISTRICT - 571 511,Engineering,124,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical And Smart Manufactu Ring
E158,Maharaja Institute of Technology Mysore,MANDYA DISTRICT,Engineering,125,4.2,150000,Maharaja Institute of Technology Mysore is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Engineering|Computer Science And Business Systems|Computer Science And Engg (artificial Intelligenc E)|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Mechanical Engineering (kannada Medium)
E159,Karavali Institute of Technology,MANGALORE,Engineering,126,4.2,150000,Karavali Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Artificial Intelligence And Machine Learning|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E160,Sahyadri College Of Engineering & Management,MANGALORE,Engineering,127,4.2,150000,Sahyadri College Of Engineering & Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Robotics And Automation
E161,Government Engineering College,KUSHALANAGAR,Engineering,128,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E162,Government Engineering College,RAICHUR,Engineering,129,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E163,Government Engineering College,HAVERI,Engineering,130,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E164,Government Engineering College,DIST: VIJAYANAGARA,Engineering,131,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E165,Yenepoya Institute Of Technology,Mangalore VIDYANAGAR N.H 13THODAR MIJAR POST MOODBIDRI MANGALORE TQ,Engineering,132,4.2,150000,Yenepoya Institute Of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E167,K L E S's K L E College of Engineering & Technology,BELGAUM -591 201,Engineering,133,4.2,150000,K L E S's K L E College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E168,Amrutha Institute of Engineering & Management Science (AIEMS),BANGALORE,Engineering,134,4.2,150000,Amrutha Institute of Engineering & Management Science (AIEMS) is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E169,Alva's Institute of Engineering & Technology,DHAKSHINA KANNADA,Engineering,135,4.2,150000,Alva's Institute of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Agriculture Engineering|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Design|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E171,Brindavan College of Engineering,BANGALORE - 560 063,Engineering,136,4.2,150000,Brindavan College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E172,R.R. Institute of Technology,BANGALORE,Engineering,137,4.2,150000,R.R. Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science & Technology|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics & Computer Science|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E173,Sai Vidya Institute of Technology,BANGALORE,Engineering,138,4.2,150000,Sai Vidya Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E174,Dr. Sri Sri Sri Shivakumara Mahaswamyji College of Engineering,BANGALORE RURAL DISTRICT,Engineering,139,4.2,150000,Dr. Sri Sri Sri Shivakumara Mahaswamyji College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E175,S.S.E.T.S.S.G.Balekundri Institute of Technology,BELGAUM,Engineering,140,4.2,150000,S.S.E.T.S.S.G.Balekundri Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Business Systems|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E176,Navodaya Institute of Technology,RAICHUR,Engineering,141,4.2,150000,Navodaya Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E177,Rajeev Institute of Technology,BANGALORE MANGALORE BYPASS ROAD,Engineering,142,4.2,150000,Rajeev Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E178,The National Institute of Engineering(NORTH,Mysuru,Engineering,143,4.2,150000,The National Institute of Engineering(NORTH is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering
E180,Beary's Institute of Technology,MANGALORE-574 153,Engineering,144,4.2,150000,Beary's Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E181,Sri Basaveswara Institute of Technology,Tiptur,Engineering,145,4.2,150000,Sri Basaveswara Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E184,C Byre Gowda Institute of Technology,KOLAR,Engineering,146,4.2,150000,C Byre Gowda Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E185,Angadi Institute of Technology and Management,Belgaum SAVAGAON ROAD BELGAUM,Engineering,147,4.2,150000,Angadi Institute of Technology and Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering|Robotics And Automation
E186,ACS College of Engineering,BANGALORE,Engineering,148,4.2,150000,ACS College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Aero Space Engineering|Aeronautic Al Engineering|Artificial Intelligence And Machine Learning|Bio-medical Engineering|Computer Science And Engg(inter Net Of Things)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
